"Date","Title","Review_Text","Review_Score","Country"
1999-05-19,"Very Good Indeed","This piece is a magnificent sequel of the Heir to the Emire. It just can't be better. At least I didn't find anything that I'd like to change. Here  are all well known characters Chewbacca, Leia, Luke, Han, Calrissian, Grand  Admiral Thrawn, Karrde, Mara Jade, C'Baoth. Well the last four of them are  from Heir to the Empire and if you hasn't read it yet (what are you doing  here? - get Heir to the Empire first), do that now. I also agree with  someone who said that there should be a movie. I hope that will happen  someday, because I'd really like to see Mara and all new characters live,  in movies. I've been wondering for a time now, why I always give 5 stars to  all books I review. Maybe I'm just lucky and I buy all the best books.I  think everyone will agree with me, that Timothy Zahn really knows how to  write a good book.",5,"UK"
1999-07-19,"Equal to the best books of our day.","The situations in Dark Force Rising are far-fetched but believable. The military genius of Grand Admiral Thrawn is superior to Darth Vader, Emporer  Palpatine, and Admiral Ackbar combined. Always one step ahead of the New  Republic, Thrawn knows the plans of the New Republic before they know  themselves. My hat is off the Timothy Zahn, who concocts deviously ingenius  stories and tales. Reading Heir to the  Empire, I was convinced it couldn't  get any better than that, I didn't know what was in store for  me in this  sequel. I would recomend this book to anyone, young or old.  As good as  this is, I strongly suggest reading Heir to the Empire first.",5,"UK"
1999-01-24,"An Excellent Book in the Best Star Wars Series Ever","This book is really great. The characters are like they are in the movies, instead of all strange (like Luke in The Crystal Star.) I like the scenes  with the Dreadnaughts and Luke's rescue of Karrde. I also like Thrawn. What  Vader and Palpatine accomplished with brute force, Thrawn accomplishes with  brains. This is one of the best SW books ever, and of course Zahn is the  best SW author. My other favorite SW books are the Wraith Squadron novels,  the Hand of Thrawn series, Heir to the Empire, and The Last Command.  However, I think Luke should have figured out C'Baoth was evil sooner than  he did. L. Command is better, but this is great, too.",5,"UK"
1997-08-15,"best Star Wars books written","In my opinion, Zahn is the only SW author who can tell a story like Lucas.  He was so true to the characters (all of them, even Chewie) that you could hear the actors say his lines.  Also, Zahn's writing is a tight combination of fast paced and vivid.  Unlike many of the other SW athors, Zahn plays by Lucas's rules.  Even the characters he created seemed like they fit into Lucas's movies-- especially Mara Jade and Grand Admiral Thrawn.  So far, Zahn's trilogy is the only one that gave me the impression he had actually watched the movies.  Many of the other books have a weak Leia, a wimpy Luke and a non-existant Han.  Zahn's deep, acctuate characterization, vivid writing, chilling villians and sprawling, moral story do the movies justice.",5,"UK"
2004-11-02,"Another unmissable chapter in the Star Wars saga.","THE STORY:Five years after 'Return of the Jedi', Grand Admiral Thrawn continues his devastating war against the New Republic by seeking out the Dark Force, a fleet of Dreadnaughts that disappeared decades earlier.  Mara Jade, hoping to rescue her employer Talon Karrde from Thrawn's clutches, seeks the help of Luke Skywalker, but first she must free him from the influence of the Dark Jedi Joruus C'baoth.  Elsewhere, Leia and Chewbacca seek to turn the Noghri against the Empire and Han and Lando discover a potential ally from the early days of the Rebellion.WHAT'S GOOD:In a lot of ways this book is an improvement over it's excellent predecessor, having more character development, more dynamic action and more interesting plot twists.  I enjoyed the idea that Luke is so desperate to further his Jedi training that he fails to resist C'baoth's mind control and that it is Mara, who is sworn to kill him, who saves him from this new dark side temptation.  The pace of this novel is excellent too, with the disparate threads gathering momentum as all the elements of the story plunge towards the battle for the Katana Fleet.  The character of Garm Bel-Iblis is a welcome addition to the story, being a founder of the Rebellion, who broke away to conduct a private war against the Empire, but who is now drawn back towards his old comrades.  I'm sure you'll also enjoy the ending, in which Borsk Fey'lya gets exactly what he deserves!  An interesting element of this book is Zahn's use of clone Stormtroopers; did Lucas give him hints of his plans for the prequels, or was Lucas himself influenced by this book (don't forget that Zahn was the man who named the galaxy's capital 'Coruscant' and Lucas used that...)WHAT'S BAD:I found the storyline involving Leia's trip to Honoghr to be tedious at the best of times and, despite it's importance to the eventual outcome of the trilogy, I could have happily done without it.  Mara's seeking out of Luke seemed a little far fetched, considering the lengths Zahn has gone to to show how much she hates him.",5,"UK"
2000-01-07,"Great, but not brilliant.","Slightly weaker in areas than Heir to the Empire, it's still a great read.  Thrawn and his relationship with Captain Pellaeon develop excellently, although sometimes you wonder how Pellaeon ever became an Imperial Navy  officer; he seems to have little tactical ability of his own.The  scenario with the Katana Fleet seems a little contrived at times, with  Lando and Karrde both making assumptions with little or no evidence.  However, it seems that Thrawn has gained an adversary worthy of his own  majestic genius: I won't give anything away to the uninitiated.",4,"UK"
1999-02-15,"THIS BOOK IS GREAT!!!!!!!!","I read all books, and at least like most, but I love Zahn's books, and this one is no exeption I think that in order to fully describe it is one  charecter at a time: First of all, I think Mara Jade is great she is deep  and scary, but at the same time you know there is something more there. The  there is Thrawn, Oh God there is Thrawn, he is the COOLEST bad guy yet.  C'boath is definitly weird. And Pellaon is the norm for bad guys but that  is what changes it. Okay, just read the book, now, hey what are you reading  this for? I said NOW!",5,"UK"
1999-07-29,"It has some stupid parts","Im sorry Star Wars fans, I am one myself but this really stinks up the pen.  For one things, in this book Thrawn is not once incorrect in one of  his more important hunches.  It is just a bunch of repetition of the good  guy gets captured and then escapes, then Thrawn finds and captures another  good guy until he escapes to.  Grand Admiral or not Thrawn is not a  know-it-all, and for once i would like to see him misjudge an attack, or  have a hunch that Leia is not on a ship that she is on.  And im also  wondering how he knew that Threepio's voice emulator of Leia was detected  by him.  This book is totally fake and I would not recommend it to any fan.  After a while, the same pattern turns up in almost every situation.",2,"UK"
1999-09-03,"A must for any Star Wars fan or 'wanting-to-be' fan.","Dark force takes the gauntlet from 'Heir to the Empire' with the usual slick action  and excitement of any Zahn novel. Characters develop (Borsk  Fey'la escpecially - you'll wnat to strangle him soon enough!), and the  story unfolds further and deeper, with a spectacular (and superbly  executed) ending (as per 'Heir'). If you've read 'Heir' you'll want it  anyway. If not, you should start the whole trilogy, and be amazed at how  well Zahn writes for the Star Wars universe.",4,"UK"
1998-01-01,"They don't write 'em like this anymore!!","After I finished Hiere to the Empire I was just edging to get this book. I loved it!! The idea of the trilogy itself was awsome. It was the classic good VS eviel that I loved about this book. Finally Grand Admeral Thrawn was amazing!! The way Zahn created him and the way he showed you how ruthless and eviel Thrawn could be. The idea of a fleet of Drednauts known as the Dark Force was brillant! This book and the entire trilogy are truly worthy of the name Starwars!",5,"UK"
1998-07-21,"A masterpiece, the only thing Zahn lacks is a Newberry","This book is a wonderful continuation of the Star Wars we've all grown to love. This book continues Zahn's three book cycle, and in no way is it one of those stories that discredits the talent Star Wars has for bringing a smile to your face, and a tear to your eye. A great puzzle of emotions, characters, and challenges that in the end comes together in a picture that even George Lucas himself would be honored to add to the mural that he has so finely painted.",5,"UK"
1999-06-28,"Great book ,good suspense  and great plot","This book really comes alive with a good mixture of storytelling and suspense. Admiral Thrawn is still very cunning in his design to overthrow  the republic. There's a lot of twist and turns to keep you interested in  what is going to happen next. I found all the characters very compelling  and interesting. Zahn has capture the ingrediate to keep his reader on the  edge of what will happen next. A classic STAR WARS novel.",5,"UK"
1999-11-10,"All hail T. Zahn!","The best star wars novel yet! Zahn is trully the best star wars author next to George Lucas himself. The story has exactly the same atmosphere as the films, and never, at no point at all, becomes boring. Next to that,  Zahn adds new characters worlds and creatures that fit in as if they were  from the original movies.  Okay Thrawn is no Lord Vader, but he will do  just fine (very, very fine). Keep up the good work Tim!",5,"UK"
1999-07-01,"Awesome booty - kickin' adventure sequal","This book is nothing less than awesome.  It flows very well (better than Heir to the Empire which had a few slow points).  The last 150 pages or so  flew by as I was unable to put the book down and keep my mind off of it.  I  finished it one night, and as I was going to bed, my dad walked in ready to  go to work.  I had stayed up until 6:40 to finish the book.  That alone  should proove its awesomeness.",5,"UK"
1999-02-09,"Better Than Heir to the Empire!!!","In my opinion, this was a lot better than Heir to the Empire.  The book was jam-packed with action and suspense.  I love reading about Wedge and  Rogue Squadron, and in this book you hear a lot more about them than in the  first book.  They really only in the battle in the middle of nowhere with  the Star Destroyer's Judicator and Prempetory, but that was one of the best  parts.",5,"UK"
1999-10-08,"The second in the series, but definetely not second best.","Dark Force Rising is the second instalment of Timothy Zahn's Heir To The Empire trilogy.  The story follows on immediately from where the previous  book finished - with the New Republic in serious trouble.  Most of the  action centres on Han and Lando's efforts to unmask a traitor inside the  Republic Council.  As if this wasn't difficult enough their investigation  leads to the discovery of a ghostly fleet of ships that could spell the end  of the New Republic. Meanwhile, Princess Leia attempts to negotiate a peace  settlement with the Noghri, a race of dangerous creatures employed by the  Empire as assassins.  But perhaps the most difficult task belongs to Luke  Skywalker.  The young Jedi must repel the advances of the mad Jedi Master  Joruus C'boath.  His goal?  Turn Luke to the Dark Side.  Once again,  Zahn's story moves at a frightening pace. Dark Force Rising is perhaps the  best of the three books, just as in most people's opinion the Empire  Strikes Back was the best of the original three films.  However, as was the  case with the Empire Strikes Back you are left with a sense of unfinished  business.  Still, this should not detract from your enjoyment, especially  if you have the final instalment on hand.  Well worth the money and  required reading for any Star Wars fans.",5,"UK"
1999-06-26,"Simply Excellent","""Heir"" was great, but ""Dark Force Rising"" is in all respects the best part of Zahn's great cycle. Zahn weaves another suspenful  tale that develops the personalitites of Mara Jade and Talon Kardde and  adds to what we know of Luke, Han, and Leia. The ending with its startling  revelations actually sent a shiver down my spine. Highly recommended!",5,"UK"
1999-07-30,"The Middle Book in a Trilogy is Never the Best","Well, if Tolkien couldn't do a great job with his middle book in ""Lord of the Rings,"" why should anyone else?  Entertaining and  fun, but padded just a bit too much (whihc might be why his news books are  a pair and not a trio).  Still, if I could I would give this 3 1/2 stars.  And I do so like Zahn's original characters, especially the amazing Thrawn.",3,"UK"
1997-07-16,"Unnecessary","The Thrawn trilogy could easily have been condensed into two, even one book. The trilogy, this book especially, is full of needless material that is not constructive or useful to the plot, character development, or quality of the book. The characters are inaccurate and...stupid. I started reading the trilogy with high hopes, and I was seriously disappointed. A MUCH better Star Wars book: The Truce at Bakura-or The Courtship of Princess Leia.",2,"UK"
1998-08-23,"the worst star wars book","forget what everyone says , Zahn's trilogy sucks. and this is the worst  one. NOTHING important happens in this book. An like Hier , Thrawn is  everywhere at the right time. He wastes so much time bullying the Noghris  and smugglers , despite the fact that he is the leader of the Empire (which  apparently consist's of Thrawns five star destroyers) Mara Jade is  obnoxious and sarcastic all the time , totally unlike Liea's  ""tough"" exterior seen in the movies. Karrde is an ******* who  wants to take like thrawn. How many times does  Zahn say ""cock an  eyebrow"" ""eyes twitch"" , ""agreed""  ""point"" and all that stuff that doesnt sound att all like the  movie charecters. I wanted to see huge Imperial fleets winning back sectors  instead of planets , stuff like that , as it is , it's an empty , boring ,  unrealistic book written by an author how got so much credit simply for  writing the first official star wars ""sequel"".sad.",1,"UK"
1999-03-21,"There's finally a person who knows how to write Star Wars!","This book is so cool!  Thrawn's the best, even better than Vader!  I could go on for days raving about this master piece!  The only thing I can't  compliment is the cover art.  There's something wrong with it, but I can't  figure it out.  Anyway, like they say, you can't judge a book by its  cover.  You've got to by this book!  Trust me!",5,"UK"
1999-04-26,"better than the first","I thought this one was better than the first.  First the mystery of the Dark Force! And the surprise ending.  The last few chapters really made  this book exciting. C'Baoth's dialogue at the end with Thrawn was great, it  makes C'Baoth seem even more dangerous!  Also the answer to how the Empire  plans to crew the Katana Fleet!",4,"UK"
1997-06-26,"Excellent novel for Imperial-oriented fans.","This book truly ""continues"" the saga.  In the minds of the readers, Zahn creates anew the breathtaking imagery and great dialogue of the Star Wars movies.  Definitely two thumbs up.  Just two suggestions: (to the author) Next time, the Empire must triumph!(to the readers) Buy it! Buy the whole trilogy! Tell your friends, tell everyone to buy it.",5,"UK"
1999-06-01,"Excellence continued in Zahn trilogy","Another five stars for Zahn. This book shows Grand Admiral Thrawn in all his glory and one can't help but cheer him on. Jedi Master C'Baoth is also  introduced and he is a little wacky but otherwise a cool bad guy. Mara Jade  gets better and better and the whole plot is just awesome. This book has  everything!",5,"UK"
1998-12-24,"Great fun.","Zahn has really captured the Star Wars galaxy and made it fun. He suceeds in pace and excitement where Barbara Hambly failed. His villain, Thrawn was  the most interesting adversary to our heroes since Vader died. Jade, Karde  and C'Boath added more memorable characters to the Star Wars Galaxy.",5,"UK"
1998-06-13,"A great action book that continues the Star Wars tales!","This is the second of the three book series. It is a great book that continues to tell about Grand Admiral Thrawn and his campaign to stop the New Rebublic. It has an interesting group of characters from the Noghri to Thrawn himself. The best Star Wars author has done it again!",5,"UK"
1999-07-31,"Trilogy is getting better with this second book.","I liked this second book more than the first, especially the Mara Jade character.  By the end I was hooked (for the third book) to see what  becomes of Mara Jade.  Zahn seems to take his time telling stories, and if  it were shorter (and just a tad bit better) it'd be 5 stars.",4,"UK"
1999-06-27,"It was really good.","I was always a star wars fan, and love the new movie and I also think this book is really good(I would have made it a 4 and a half star)the only  complaint is that the first chapter is really boring somthing about  imperial troops invading a  building and finding nothing.",4,"UK"
1999-02-18,"Required Star Wars Reading","Zahn is a master at how he weaves wonderful new experiences into the lives of the characters that we know and love.  The trilogy that this book is  part of is a sci-fi masterpiece and serves as a great example of how Star  Wars novels should be written! Bravo!",5,"UK"
1997-07-01,"excellent book, the best of this trilogy","An excellent book. And personnaly I like it the best of the three books of this trilogy. You find that Luke Skywalker can do without the Force etc. And I personally like the Noghri. One of the best Star Wars novels around.",5,"UK"
1999-02-12,"Mind spliting entertainment at its best...!","The charaters are so real you could feel there emotions explode over the pages as you turn them.Zahn has prouduced the finest Quality of Star  Wars in this continuing saga...The Force is definitly with Zahn, all the  way...!",5,"UK"
1998-08-24,"Dark Force Rising. The Star Wars saga continues","When started to read I hoped that it would be as the films. I didn't get  disaponted! It could be like one in the trilogy, and it would be a very  good movie. I really recomend you to buy it, if you like  Star Wars, you'll  like it.",4,"UK"
1998-07-16,"Fantastic","This trilogy is the only thing that kept me sane after Children of the Jedi. I must admit, the only thing in all SW better is the X-Wings. Mara, Thrawn and C'baoth are all really cool. The end battle is really something.",5,"UK"
1996-12-20,"A stirring story of the classic star wars saga","This book is about the classic star wars films. somefive years after the destruction of the empire, A warlord turns the tables of the war. Meanwhile, a new dark Jedi has risen.  -Drew Price",4,"UK"
1998-02-21,"THIS BOOK ROCKS!!!!!!","This book is so good. Zahn is a cool author.  Of course, i liked the other books in the series better, but you have to read this one.  Mara & Thrawn were really neat.  I liked the Noghri. A MUST READ!!!!!!!",5,"UK"
1998-10-15,"Really good book!!!!!!!!!!!!!!!!!!!!!!!","This book was what got me hooked on the Star Wars novels.  I could bareley  put it down.  Because of this book Jade is my most favorite charecter.  Overall I think this will make for some really good reading.",5,"UK"
1999-08-09,"Great book, but very hard to believe","I think this is a good STAR WARS book, but has slow patches in the story which sometimes make reading it unbearable. I love STAR WARS, but this one  will never be as good as The Courtship of Princess Leia.",3,"UK"
1998-12-11,"Zahn Rocks!!","I've read all his books on Star Wars, they have lots of twists and turns that keep you interested, some conversations are drawn out, but over all,  his Star Wars books have to be the best!!",5,"UK"
1997-11-09,"excellent book!","It was good, but it could've been better. Shadow's of the Empire was a little bit better, but I'd definetly reccomend this book and the other 2 to anybody who likes Star Wars.",5,"UK"
1999-01-14,"This book really captures the Star Wars atmostsphere.","""Dark Force Rising"" is a suspenseful addition to the Star Wars saga.  It captures the reader's attention off the bat and really extends  the origanal story.",5,"UK"
1999-08-09,"The book was great.","This whole series are my among my favorite books ever.  I would like to encourage Timothy Zahn to write more Star Wars books, he is a great author.",5,"UK"
1998-06-17,"This is an excellent example of Zahns genius writing ability","This series written by Zahn is by far the best Star wars series to date.It should be immortalized !!!!!!!!!!!",5,"UK"
1998-05-24,"high detail plot,and indepth characters make this book great","~the detail of the star war's universe and the depth of the characters in Zahn's trilogy provition value=",4,"UK"
1999-05-30,"Great Book","This book rocks. The space battle at the end kicked butt. Also the twist at the end was a surprise.",5,"UK"
1999-05-11,"This should be a movie","This book is a terrific story read the whole trilogy its terrific they need to make it a movie",4,"UK"
1999-08-04,"This book was very good","If you read Heir to the Empire, you should read this book. It was a very exiting seaqual.",5,"UK"
1999-08-15,"Thrawn Returns","A vast improvement over ''Heir To The Empire''. The best novel in Mr. Zahn's trilogy.",5,"UK"
1998-11-28,"One of the all-time bests","Basically this started the whole new *book* feeling of the Star Wars Galaxy",5,"UK"
1998-04-06,"This book was boring.","Most Star Wars books took me a week to read. because of constant neglection, this one took me almost a month.",2,"UK"
1999-08-16,"GREAT","THIS IS A GREAT BOOK TO CONTINUE ON A GREAT SERIES",5,"UK"
2011-09-06,"Great second book","Great second book in the series, cant wait to read the third book.  I have read most of the star wars books before this one and thought this was well written by timothy zahn",5,"UK"
2018-06-15,"Zahn builds and improves on Heir to the Empire","I liked Heir to the Empire, but this one was even better. Timothy Zahn nailed it here with my favorite ending in the series.I started reading these again after 20 years because I have been so disappointed in the Disney sequel trilogy.  There is definitely stuff that doesn't jive with the prequel trilogy released a few years after these books were released, but it's pretty easy to correct ""Dark Jedi"" with ""a secret Sith apprentice"" in your mind as you read.This was the Star Wars trilogy they should have made into film and I wish Zahn would revisit this series and correct some verbage to make it match the prequel terminology a bit.  I'd totally buy these again if he did.",5,"US"
2017-03-25,"A good sequel.","I have been a fan of Timothy Zahn since I read Thrawn Trilogy in the 90s. Ive decided to read it again. Like the first book, Zahn did a good job in writing the story. Each chapter has a climax and a goo plot to it. In each page, Zahn puts in a lot of detail in the story. And briefly describes each character, and has specific scenes for each character. It a work of art.  It doesn't stop there.",5,"US"
2016-09-26,"Timothy Zahn brings an action-packed novel that has a mix of cannon and original characters that are so strongly written they fe","The second of Timothy's Zahn's Thrawn Trilogy picks up almost immediately after the Empire's thwarted attack at the Sluis Van Shipyards but immediately launches the characters back into action.  With the New Republic maintaining its tenuous position as the new major government in the galaxy, the Empire is still pushing to regain it's former position.  Timothy Zahn brings an action-packed novel that has a mix of cannon and original characters that are so strongly written they feel like real people.",5,"US"
2017-12-18,"Top notch writing","Reading this book genuinely captures the feeling of the Original movies.  You feel like your watching a movie even though your reading a book.  A page turner in every way!",5,"US"
2017-05-17,"Great","I am loving this series. The second book is excellent. The author has captured  the essence of each character perfectly. I can't wait to read the next book in the series. I recommend this series to all Star Wars fans.",5,"US"
2013-01-23,"Revisting Luke, Hans and Leia","Years after the original Star Wars Trilogy movies it was fun to revisit these three characters.  Obviously, I could not help but to see the actors faces while reading this story.  Timothy Zahn captured the screen essence of each of them so incredibly well and Thrawn may be the most brilliantly evil character ever introduced.  I waited this long to read this trilogy simply because I did not want to be disappointed but the most disappointing thing was missing the opportunity to check in on them until so many years later.  Whether the original films were seen in the theater (as I did) or seen on DVD or BluRay years later (as I have) this series continues the legacy and is well worth the investment.  May the Force be with us all.",4,"US"
2017-10-01,"Not as good as Heir to the Empire","Dark Force Rising continues the great story started in Heir to the Empire. While it is a fantastic book, it was kinda slow in the middle, and didn't get exciting again until the last third of the book. Still great, though.",4,"US"
2013-09-11,"We finally get to see Leia become her own character","This book picks up after Heir to the Empire and follows the exploits of Luke, Leia, Chewie, and Han as they attempt to rebuild the Republic after the questionable defeat of the Empire at the battle of Endor. We follow the storylines of our main characters as they are harassed by political infighting and a brilliant tactician from the remenants of the Empire, Grand Admiral Thrawn.It's an awesome read that shows a lot of additional character development (especially for Leia and Han, something that was lacking in the Luke-centric movie trilogy) and answers many of the questions of what happens after the defeat of the Emperor.",5,"US"
